id_client,nom_complet,email,tranche_age,sexe,ville,segment_client,canal_acquisition,region
C03591,Khadija Ghazali,khadija.ghazali520@yahoo.fr,,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C03588,Youssef Drissi,youssef.drissi790@gmail.com,,m,TANGER,Gold,Google,
C03162,Anas Alami,anas.alami789@gmail.com,45-54,m,TANGER,Gold,Direct,
C00129,Khadija Jebli,khadija.jebli296@yahoo.fr,45-54,f,Casablanca,Gold,Instagram,Casablanca-Settat
C01190,Mehdi Kabbaj,mehdi.kabbaj730@yahoo.fr,18-24,m,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C04825,Fatima Ghazali,fatima.ghazali989@outlook.com,18-24,f,Marrakech,Gold,Google,Marrakech-Safi
C02048,Anas Drissi,,25-34,f,Casablanca,Gold,Direct,Casablanca-Settat
C04833,Sanaa Jebli,sanaa.jebli836@gmail.com,35-44,f,Marrakech,Gold,Direct,Marrakech-Safi
C01082,Youssef Kabbaj,youssef.kabbaj577@gmail.com,,f,Agadir,Gold,Facebook,Souss-Massa
C03267,Omar Haddad,omar.haddad608@outlook.com,65+,m,Casablanca,Gold,Google,Casablanca-Settat
C00050,Fatima Idrissi,fatima.idrissi177@outlook.com,35-44,f,Casablanca,Silver,Instagram,Casablanca-Settat
C02221,Omar El Fassi,,55-64,m,Agadir,Bronze,Google,Souss-Massa
C02508,Youssef Jebli,youssef.jebli967@gmail.com,,f,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C02877,Khadija Bennani,khadija.bennani168@hotmail.com,65+,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C04114,Mehdi Jebli,,,m,Agadir,Gold,Direct,Souss-Massa
C01256,Omar Haddad,omar.haddad799@gmail.com,55-64,f,Meknès,Gold,Google,Fès-Meknès
C02529,Mehdi El Fassi,,65+,m,Oujda,Gold,Facebook,Oriental
C01796,Omar Ghazali,omar.ghazali610@outlook.com,,m,Meknès,Gold,Instagram,Fès-Meknès
C01101,Zineb Ghazali,zineb.ghazali861@yahoo.fr,25-34,f,Oujda,Gold,Facebook,Oriental
C01608,Khadija Chraibi,khadija.chraibi702@outlook.com,25-34,f,Tnja,Gold,Instagram,
C04629,Sanaa Ghazali,sanaa.ghazali254@yahoo.fr,55-64,m,Fès,Gold,Google,Fès-Meknès
C03068,Youssef Haddad,youssef.haddad528@gmail.com,,m,TANGER,Gold,Facebook,
C01104,Fatima Bennani,fatima.bennani419@outlook.com,<18,f,Oujda,Gold,Instagram,Oriental
C00959,Omar Ghazali,omar.ghazali12@gmail.com,65+,f,Fès,Gold,Direct,Fès-Meknès
C04521,Khadija Bennani,khadija.bennani155@hotmail.com,45-54,f,Casablanca,Silver,Direct,Casablanca-Settat
C04324,Ahmed Alami,ahmed.alami42@yahoo.fr,65+,f,Marrakech,Gold,Google,Marrakech-Safi
C03734,Zineb El Fassi,,,m,Agadir,Gold,Direct,Souss-Massa
C01066,Khadija Alami,khadija.alami294@hotmail.com,55-64,f,Agadir,Silver,Google,Souss-Massa
C04422,Imane Bennani,imane.bennani59@gmail.com,,m,Marrakech,Gold,Direct,Marrakech-Safi
C04514,Imane Jebli,imane.jebli123@yahoo.fr,45-54,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02196,Anas El Fassi,,,f,Oujda,Gold,Google,Oriental
C02835,Zineb Alami,zineb.alami868@outlook.com,,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00974,Anas Haddad,anas.haddad765@hotmail.com,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04533,Mehdi Alami,mehdi.alami334@yahoo.fr,,m,Tnja,Gold,Google,
C01757,Imane Alami,,25-34,m,Fès,Gold,Instagram,Fès-Meknès
C00251,Fatima Alami,fatima.alami870@gmail.com,,m,Fès,Bronze,Direct,Fès-Meknès
C02794,Anas Bennani,anas.bennani377@yahoo.fr,25-34,f,tanger,Gold,Facebook,
C01962,Omar Chraibi,omar.chraibi398@outlook.com,65+,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03585,Fatima Bennani,fatima.bennani468@gmail.com,65+,f,Oujda,Gold,Instagram,Oriental
C02361,Sanaa Kabbaj,sanaa.kabbaj341@gmail.com,65+,f,Meknès,Gold,Instagram,Fès-Meknès
C03828,Mehdi Haddad,mehdi.haddad980@gmail.com,18-24,f,Casablanca,Bronze,Facebook,Casablanca-Settat
C03726,Fatima Ghazali,fatima.ghazali839@outlook.com,,m,Agadir,Gold,Google,Souss-Massa
C00521,Zineb Kabbaj,zineb.kabbaj808@outlook.com,25-34,f,Casablanca,Gold,Instagram,Casablanca-Settat
C00902,Fatima Alami,fatima.alami767@gmail.com,,f,Oujda,Silver,Facebook,Oriental
C04394,Sanaa Chraibi,sanaa.chraibi774@hotmail.com,65+,m,Fès,Gold,Google,Fès-Meknès
C00540,Omar Kabbaj,omar.kabbaj417@outlook.com,25-34,m,Marrakech,Gold,Direct,Marrakech-Safi
C02002,Sanaa El Fassi,,65+,m,Oujda,Gold,Direct,Oriental
C03335,Youssef Jebli,youssef.jebli169@hotmail.com,65+,f,TANGER,Gold,Instagram,
C01054,Khadija Kabbaj,khadija.kabbaj504@gmail.com,55-64,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04617,Imane Chraibi,imane.chraibi800@gmail.com,25-34,f,Fès,Gold,Instagram,Fès-Meknès
C01965,Youssef Jebli,youssef.jebli380@hotmail.com,18-24,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C02317,Fatima Haddad,fatima.haddad183@outlook.com,,m,Fès,Gold,Facebook,Fès-Meknès
C03117,Khadija Chraibi,khadija.chraibi401@yahoo.fr,,m,Oujda,Gold,Instagram,Oriental
C01937,Khadija Bennani,khadija.bennani213@yahoo.fr,65+,f,Marrakech,Gold,Instagram,Marrakech-Safi
C00642,Fatima Jebli,fatima.jebli262@hotmail.com,65+,f,Oujda,Gold,Google,Oriental
C00881,Mehdi Alami,mehdi.alami311@outlook.com,55-64,f,Meknès,Gold,Instagram,Fès-Meknès
C03811,Youssef Chraibi,youssef.chraibi99@outlook.com,65+,m,Marrakech,Gold,Facebook,Marrakech-Safi
C03668,Sanaa Alami,sanaa.alami342@outlook.com,55-64,f,Tnja,Gold,Direct,
C02352,Fatima Idrissi,fatima.idrissi477@outlook.com,65+,m,Tnja,Gold,Google,
C01330,Youssef Ghazali,youssef.ghazali594@yahoo.fr,,m,Rabat,Silver,Direct,Rabat-Salé-Kénitra
C02247,Youssef Drissi,youssef.drissi842@yahoo.fr,35-44,f,Agadir,Gold,Direct,Souss-Massa
C02391,Imane Kabbaj,imane.kabbaj112@gmail.com,,m,Agadir,Silver,Instagram,Souss-Massa
C03505,Youssef Idrissi,youssef.idrissi830@gmail.com,35-44,m,Agadir,Bronze,Google,Souss-Massa
C02300,Sanaa Alami,sanaa.alami403@yahoo.fr,65+,f,Rabat,Silver,Direct,Rabat-Salé-Kénitra
C02446,Ahmed Jebli,ahmed.jebli431@yahoo.fr,<18,m,Oujda,Gold,Direct,Oriental
C02584,Imane Ghazali,imane.ghazali287@gmail.com,65+,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04777,Omar Jebli,,35-44,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02815,Khadija Jebli,khadija.jebli730@hotmail.com,35-44,f,Meknès,Gold,Google,Fès-Meknès
C04651,Youssef Idrissi,youssef.idrissi147@yahoo.fr,65+,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C02387,Imane Kabbaj,imane.kabbaj786@yahoo.fr,25-34,f,Meknès,Gold,Facebook,Fès-Meknès
C03190,Ahmed Kabbaj,ahmed.kabbaj627@outlook.com,55-64,f,Agadir,Gold,Google,Souss-Massa
C02171,Imane Drissi,imane.drissi377@hotmail.com,55-64,m,Marrakech,Gold,Google,Marrakech-Safi
C00639,Zineb El Fassi,,65+,m,Fès,Silver,Direct,Fès-Meknès
C02259,Omar Idrissi,omar.idrissi159@yahoo.fr,,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00361,Fatima Jebli,,65+,m,Fès,Gold,Instagram,Fès-Meknès
C03575,Ahmed El Fassi,,45-54,m,Oujda,Bronze,Instagram,Oriental
C04411,Anas Chraibi,anas.chraibi118@outlook.com,25-34,f,Agadir,Gold,Direct,Souss-Massa
C03584,Fatima El Fassi,,55-64,m,Meknès,Gold,Facebook,Fès-Meknès
C03456,Zineb Bennani,zineb.bennani459@gmail.com,55-64,m,Casablanca,Gold,Instagram,Casablanca-Settat
C04384,Omar Kabbaj,omar.kabbaj762@gmail.com,,m,Marrakech,Gold,Facebook,Marrakech-Safi
C02760,Omar Kabbaj,omar.kabbaj252@gmail.com,,m,Oujda,Gold,Google,Oriental
C00371,Sanaa Idrissi,sanaa.idrissi661@gmail.com,25-34,m,Marrakech,Gold,Instagram,Marrakech-Safi
C01310,Imane El Fassi,,,m,Marrakech,Gold,Instagram,Marrakech-Safi
C03323,Mehdi Kabbaj,mehdi.kabbaj753@gmail.com,65+,m,Marrakech,Gold,Google,Marrakech-Safi
C03551,Omar Bennani,omar.bennani136@gmail.com,,m,tanger,Gold,Google,
C00750,Youssef Idrissi,youssef.idrissi898@gmail.com,,f,Meknès,Gold,Direct,Fès-Meknès
C02597,Ahmed Haddad,ahmed.haddad274@gmail.com,25-34,m,Fès,Gold,Instagram,Fès-Meknès
C01029,Khadija Chraibi,khadija.chraibi405@hotmail.com,65+,f,Agadir,Gold,Facebook,Souss-Massa
C03079,Omar Alami,omar.alami531@yahoo.fr,18-24,f,Meknès,Bronze,Instagram,Fès-Meknès
C02211,Youssef Jebli,youssef.jebli352@yahoo.fr,18-24,m,Fès,Gold,Instagram,Fès-Meknès
C01309,Mehdi Idrissi,mehdi.idrissi105@yahoo.fr,,f,Fès,Gold,Instagram,Fès-Meknès
C04269,Omar Haddad,omar.haddad198@outlook.com,55-64,m,Oujda,Gold,Google,Oriental
C04044,Khadija Idrissi,khadija.idrissi863@outlook.com,18-24,m,Fès,Gold,Direct,Fès-Meknès
C00919,Sanaa Jebli,sanaa.jebli843@yahoo.fr,65+,m,Fès,Gold,Direct,Fès-Meknès
C02672,Ahmed Ghazali,ahmed.ghazali887@gmail.com,<18,m,Meknès,Gold,Google,Fès-Meknès
C02315,Fatima Ghazali,fatima.ghazali325@hotmail.com,25-34,m,Marrakech,Gold,Direct,Marrakech-Safi
C03795,Zineb Haddad,zineb.haddad544@gmail.com,,f,Tanger,Gold,Google,Tanger-Tétouan-Al Hoceïma
C00927,Anas El Fassi,,45-54,f,Fès,Silver,Instagram,Fès-Meknès
C04426,Ahmed Idrissi,ahmed.idrissi643@gmail.com,,m,Agadir,Bronze,Facebook,Souss-Massa
C01159,Ahmed El Fassi,,65+,m,Oujda,Silver,Instagram,Oriental
C03269,Imane Kabbaj,imane.kabbaj837@yahoo.fr,,f,Fès,Bronze,Instagram,Fès-Meknès
C00202,Omar Kabbaj,omar.kabbaj302@outlook.com,65+,m,Casablanca,Gold,Instagram,Casablanca-Settat
C01653,Omar Idrissi,omar.idrissi545@yahoo.fr,,m,Fès,Gold,Facebook,Fès-Meknès
C02985,Ahmed Ghazali,ahmed.ghazali516@yahoo.fr,65+,m,Meknès,Gold,Direct,Fès-Meknès
C01026,Fatima Bennani,fatima.bennani4@outlook.com,25-34,m,Agadir,Gold,Google,Souss-Massa
C04765,Khadija El Fassi,,25-34,f,Casablanca,Gold,Facebook,Casablanca-Settat
C03845,Youssef Jebli,,,f,Meknès,Gold,Direct,Fès-Meknès
C03665,Sanaa Haddad,sanaa.haddad246@hotmail.com,45-54,m,Meknès,Gold,Direct,Fès-Meknès
C00311,Fatima Idrissi,fatima.idrissi821@gmail.com,18-24,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C00783,Mehdi Chraibi,mehdi.chraibi653@yahoo.fr,65+,f,Marrakech,Gold,Google,Marrakech-Safi
C01041,Khadija Idrissi,khadija.idrissi577@outlook.com,65+,m,Agadir,Gold,Direct,Souss-Massa
C01696,Youssef Chraibi,youssef.chraibi306@outlook.com,65+,m,Tnja,Silver,Google,
C03765,Sanaa Haddad,sanaa.haddad126@outlook.com,65+,m,Casablanca,Silver,Direct,Casablanca-Settat
C00745,Youssef Ghazali,youssef.ghazali883@yahoo.fr,35-44,f,Casablanca,Bronze,Google,Casablanca-Settat
C00535,Fatima Jebli,fatima.jebli622@hotmail.com,65+,m,Oujda,Bronze,Instagram,Oriental
C02641,Imane El Fassi,,65+,m,Casablanca,Gold,Instagram,Casablanca-Settat
C01374,Omar Jebli,omar.jebli145@outlook.com,,f,Meknès,Gold,Google,Fès-Meknès
C02980,Ahmed Drissi,ahmed.drissi578@outlook.com,65+,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C01630,Khadija Alami,khadija.alami878@outlook.com,55-64,f,Marrakech,Bronze,Instagram,Marrakech-Safi
C03822,Anas Idrissi,anas.idrissi315@hotmail.com,,f,Casablanca,Bronze,Instagram,Casablanca-Settat
C02274,Fatima Haddad,,<18,m,Marrakech,Gold,Instagram,Marrakech-Safi
C00499,Anas Chraibi,anas.chraibi445@outlook.com,35-44,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02822,Youssef Ghazali,youssef.ghazali247@gmail.com,35-44,m,Agadir,Gold,Instagram,Souss-Massa
C04846,Fatima Bennani,fatima.bennani726@outlook.com,25-34,m,Marrakech,Silver,Facebook,Marrakech-Safi
C04252,Youssef Ghazali,youssef.ghazali577@outlook.com,25-34,m,Meknès,Gold,Google,Fès-Meknès
C02268,Imane Drissi,imane.drissi533@outlook.com,65+,f,Fès,Gold,Google,Fès-Meknès
C01277,Omar Haddad,omar.haddad154@gmail.com,,m,Rabat,Silver,Google,Rabat-Salé-Kénitra
C04903,Omar Idrissi,omar.idrissi421@gmail.com,55-64,f,TANGER,Gold,Google,
C03494,Mehdi Drissi,mehdi.drissi453@hotmail.com,55-64,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04919,Ahmed Chraibi,ahmed.chraibi660@outlook.com,,m,Meknès,Silver,Instagram,Fès-Meknès
C03123,Sanaa Alami,sanaa.alami466@yahoo.fr,,m,Agadir,Bronze,Facebook,Souss-Massa
C00350,Fatima Kabbaj,fatima.kabbaj748@gmail.com,65+,f,Agadir,Gold,Instagram,Souss-Massa
C03530,Omar Haddad,omar.haddad805@gmail.com,65+,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C04016,Youssef El Fassi,,,m,Fès,Gold,Facebook,Fès-Meknès
C04423,Sanaa Drissi,sanaa.drissi742@outlook.com,25-34,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04194,Zineb Kabbaj,,55-64,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C01297,Zineb Bennani,zineb.bennani154@hotmail.com,18-24,m,Oujda,Gold,Google,Oriental
C01267,Fatima Ghazali,fatima.ghazali848@hotmail.com,65+,m,Oujda,Gold,Facebook,Oriental
C03449,Fatima Chraibi,fatima.chraibi220@hotmail.com,35-44,m,Oujda,Bronze,Facebook,Oriental
C01109,Ahmed Haddad,ahmed.haddad374@gmail.com,,m,TANGER,Bronze,Instagram,
C02624,Mehdi Jebli,mehdi.jebli393@gmail.com,,m,Oujda,Gold,Instagram,Oriental
C00191,Imane Jebli,imane.jebli889@hotmail.com,,m,Oujda,Gold,Facebook,Oriental
C00992,Zineb Alami,zineb.alami49@hotmail.com,18-24,m,Oujda,Gold,Google,Oriental
C00500,Omar Idrissi,omar.idrissi448@gmail.com,,m,Fès,Gold,Direct,Fès-Meknès
C03108,Imane Drissi,imane.drissi328@gmail.com,25-34,m,Meknès,Silver,Google,Fès-Meknès
C03645,Sanaa Alami,sanaa.alami337@outlook.com,65+,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C02406,Sanaa Kabbaj,sanaa.kabbaj883@hotmail.com,65+,f,Fès,Gold,Facebook,Fès-Meknès
C01225,Anas Chraibi,anas.chraibi413@outlook.com,,f,Meknès,Gold,Instagram,Fès-Meknès
C03437,Omar Jebli,,55-64,m,Agadir,Gold,Direct,Souss-Massa
C03683,Youssef El Fassi,,18-24,f,Meknès,Silver,Google,Fès-Meknès
C04357,Omar Jebli,omar.jebli473@gmail.com,,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00236,Anas Alami,anas.alami793@hotmail.com,,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04605,Fatima Bennani,fatima.bennani953@hotmail.com,,m,Casablanca,Gold,Direct,Casablanca-Settat
C02415,Imane Alami,imane.alami320@yahoo.fr,65+,m,Fès,Gold,Google,Fès-Meknès
C00626,Anas Alami,anas.alami319@gmail.com,,f,Agadir,Gold,Google,Souss-Massa
C00616,Ahmed Alami,ahmed.alami273@gmail.com,,m,Tnja,Gold,Instagram,
C02487,Youssef Idrissi,youssef.idrissi445@yahoo.fr,55-64,m,Oujda,Gold,Google,Oriental
C01217,Fatima Drissi,fatima.drissi463@hotmail.com,65+,m,Fès,Bronze,Direct,Fès-Meknès
C00524,Imane El Fassi,,65+,m,Marrakech,Gold,Google,Marrakech-Safi
C01218,Ahmed Ghazali,ahmed.ghazali646@gmail.com,,f,Oujda,Gold,Facebook,Oriental
C04511,Ahmed Idrissi,ahmed.idrissi500@yahoo.fr,55-64,f,Agadir,Gold,Direct,Souss-Massa
C03547,Anas Idrissi,anas.idrissi709@hotmail.com,,m,Meknès,Gold,Direct,Fès-Meknès
C02215,Anas Ghazali,anas.ghazali574@outlook.com,55-64,m,Meknès,Gold,Direct,Fès-Meknès
C03825,Mehdi Kabbaj,mehdi.kabbaj872@yahoo.fr,35-44,f,Agadir,Gold,Facebook,Souss-Massa
C00963,Khadija Kabbaj,khadija.kabbaj445@hotmail.com,45-54,f,Oujda,Gold,Direct,Oriental
C02663,Anas Jebli,anas.jebli194@yahoo.fr,,m,Meknès,Gold,Instagram,Fès-Meknès
C04939,Omar El Fassi,,65+,f,Agadir,Gold,Facebook,Souss-Massa
C04894,Youssef Bennani,youssef.bennani471@yahoo.fr,65+,f,Marrakech,Gold,Google,Marrakech-Safi
C04623,Khadija Ghazali,khadija.ghazali27@yahoo.fr,65+,f,TNG,Gold,Instagram,
C04847,Zineb Haddad,zineb.haddad117@outlook.com,,f,Agadir,Gold,Instagram,Souss-Massa
C01711,Fatima Jebli,fatima.jebli382@gmail.com,,f,Casablanca,Gold,Instagram,Casablanca-Settat
C00518,Youssef Haddad,youssef.haddad424@outlook.com,,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02915,Anas Haddad,anas.haddad509@hotmail.com,,m,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C03509,Anas Jebli,anas.jebli337@yahoo.fr,,m,Meknès,Gold,Facebook,Fès-Meknès
C03251,Imane Kabbaj,,,m,Fès,Gold,Google,Fès-Meknès
C02703,Sanaa Drissi,sanaa.drissi815@yahoo.fr,,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02394,Youssef Ghazali,youssef.ghazali631@outlook.com,<18,f,Marrakech,Bronze,Direct,Marrakech-Safi
C04127,Anas Drissi,anas.drissi877@gmail.com,65+,f,tanger,Gold,Facebook,
C03830,Zineb El Fassi,,35-44,m,Casablanca,Gold,Facebook,Casablanca-Settat
C02721,Zineb Idrissi,zineb.idrissi890@gmail.com,65+,m,Casablanca,Gold,Facebook,Casablanca-Settat
C01655,Anas Chraibi,anas.chraibi341@hotmail.com,,f,Marrakech,Gold,Instagram,Marrakech-Safi
C03384,Youssef Bennani,youssef.bennani132@yahoo.fr,,f,Marrakech,Bronze,Facebook,Marrakech-Safi
C03799,Ahmed Ghazali,ahmed.ghazali59@gmail.com,,f,tanger,Gold,Instagram,
C04509,Omar El Fassi,,,f,Meknès,Bronze,Instagram,Fès-Meknès
C02636,Khadija Idrissi,khadija.idrissi213@yahoo.fr,,f,Casablanca,Gold,Direct,Casablanca-Settat
C03863,Youssef Kabbaj,youssef.kabbaj253@yahoo.fr,,m,Meknès,Gold,Facebook,Fès-Meknès
C02417,Omar Haddad,omar.haddad891@outlook.com,65+,f,Fès,Gold,Instagram,Fès-Meknès
C04474,Imane Alami,imane.alami437@outlook.com,65+,f,Casablanca,Bronze,Google,Casablanca-Settat
C00418,Zineb Alami,zineb.alami304@outlook.com,18-24,m,Agadir,Gold,Instagram,Souss-Massa
C00882,Fatima Chraibi,fatima.chraibi435@outlook.com,65+,m,Fès,Gold,Direct,Fès-Meknès
C02839,Sanaa El Fassi,,65+,f,Agadir,Gold,Instagram,Souss-Massa
C01825,Sanaa Drissi,sanaa.drissi608@gmail.com,<18,m,Rabat,Silver,Facebook,Rabat-Salé-Kénitra
C03554,Sanaa Chraibi,,,m,Meknès,Gold,Instagram,Fès-Meknès
C03082,Zineb Drissi,zineb.drissi628@hotmail.com,18-24,f,TNG,Gold,Facebook,
C04302,Youssef Bennani,youssef.bennani563@yahoo.fr,45-54,f,Agadir,Bronze,Facebook,Souss-Massa
C02180,Sanaa Chraibi,sanaa.chraibi60@yahoo.fr,35-44,m,Meknès,Gold,Instagram,Fès-Meknès
C04111,Khadija Jebli,khadija.jebli457@outlook.com,55-64,f,Marrakech,Silver,Facebook,Marrakech-Safi
C04170,Ahmed Alami,ahmed.alami387@gmail.com,35-44,m,Tanger,Gold,Direct,Tanger-Tétouan-Al Hoceïma
C03559,Youssef Alami,youssef.alami226@hotmail.com,65+,m,tanger,Gold,Google,
C00083,Youssef Ghazali,youssef.ghazali875@outlook.com,,f,Tnja,Gold,Direct,
C01322,Fatima Jebli,fatima.jebli951@outlook.com,,m,Agadir,Gold,Google,Souss-Massa
C02746,Zineb Kabbaj,zineb.kabbaj629@outlook.com,25-34,m,TANGER,Bronze,Facebook,
C00867,Youssef Jebli,youssef.jebli583@yahoo.fr,65+,f,Fès,Bronze,Google,Fès-Meknès
C04764,Zineb Ghazali,zineb.ghazali342@outlook.com,65+,m,Marrakech,Gold,Direct,Marrakech-Safi
C04318,Omar Ghazali,omar.ghazali616@outlook.com,,f,Fès,Gold,Google,Fès-Meknès
C03337,Sanaa Alami,sanaa.alami737@hotmail.com,,m,Fès,Gold,Facebook,Fès-Meknès
C00046,Sanaa Idrissi,sanaa.idrissi44@hotmail.com,,m,Oujda,Gold,Google,Oriental
C03837,Omar Kabbaj,omar.kabbaj416@gmail.com,25-34,m,Casablanca,Silver,Direct,Casablanca-Settat
C00575,Zineb El Fassi,,,f,Tnja,Gold,Google,
C01837,Imane Kabbaj,imane.kabbaj458@gmail.com,18-24,f,Agadir,Gold,Instagram,Souss-Massa
C02374,Fatima Chraibi,fatima.chraibi927@outlook.com,,f,Tanger,Silver,Google,Tanger-Tétouan-Al Hoceïma
C00431,Sanaa Alami,sanaa.alami623@yahoo.fr,,f,Meknès,Gold,Direct,Fès-Meknès
C00438,Anas Idrissi,anas.idrissi580@outlook.com,,f,Casablanca,Gold,Facebook,Casablanca-Settat
C00732,Omar El Fassi,,65+,f,Meknès,Gold,Direct,Fès-Meknès
C00886,Zineb Kabbaj,zineb.kabbaj470@gmail.com,45-54,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C04876,Khadija Haddad,khadija.haddad694@hotmail.com,,f,Agadir,Gold,Instagram,Souss-Massa
C04630,Fatima Jebli,fatima.jebli663@outlook.com,65+,f,Fès,Gold,Facebook,Fès-Meknès
C02179,Fatima Bennani,fatima.bennani534@gmail.com,,f,Meknès,Gold,Facebook,Fès-Meknès
C03218,Khadija Alami,khadija.alami660@outlook.com,25-34,m,Casablanca,Silver,Instagram,Casablanca-Settat
C03760,Fatima Jebli,fatima.jebli747@outlook.com,18-24,m,Fès,Silver,Instagram,Fès-Meknès
C01453,Khadija Haddad,khadija.haddad438@gmail.com,65+,f,Meknès,Gold,Google,Fès-Meknès
C04250,Imane Drissi,imane.drissi2@gmail.com,65+,m,Casablanca,Silver,Google,Casablanca-Settat
C02918,Sanaa Chraibi,sanaa.chraibi630@hotmail.com,25-34,f,Fès,Gold,Instagram,Fès-Meknès
C00903,Anas Jebli,anas.jebli732@gmail.com,65+,m,TANGER,Gold,Direct,
C03450,Fatima Alami,fatima.alami472@gmail.com,25-34,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00899,Ahmed Ghazali,ahmed.ghazali625@yahoo.fr,,m,Oujda,Silver,Google,Oriental
C00232,Khadija Jebli,khadija.jebli34@hotmail.com,25-34,m,Oujda,Silver,Instagram,Oriental
C02423,Imane El Fassi,,35-44,m,Meknès,Gold,Direct,Fès-Meknès
C01324,Fatima Chraibi,fatima.chraibi863@yahoo.fr,,f,Casablanca,Gold,Direct,Casablanca-Settat
C01735,Zineb Idrissi,zineb.idrissi809@hotmail.com,,m,Oujda,Gold,Google,Oriental
C01910,Imane Jebli,imane.jebli420@outlook.com,55-64,m,Casablanca,Gold,Google,Casablanca-Settat
C03052,Imane Alami,imane.alami148@hotmail.com,35-44,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03777,Khadija Ghazali,khadija.ghazali314@hotmail.com,18-24,m,Meknès,Gold,Google,Fès-Meknès
C02045,Zineb Haddad,zineb.haddad213@outlook.com,65+,f,Oujda,Gold,Direct,Oriental
C03642,Zineb Ghazali,zineb.ghazali26@outlook.com,55-64,f,Oujda,Bronze,Direct,Oriental
C01243,Omar El Fassi,,,f,Oujda,Gold,Facebook,Oriental
C04995,Zineb Alami,zineb.alami690@gmail.com,55-64,f,Agadir,Gold,Google,Souss-Massa
C03507,Mehdi Alami,mehdi.alami159@outlook.com,,f,Fès,Silver,Facebook,Fès-Meknès
C02025,Youssef Kabbaj,youssef.kabbaj118@outlook.com,18-24,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04337,Zineb Alami,zineb.alami665@gmail.com,65+,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C04310,Fatima Kabbaj,fatima.kabbaj56@gmail.com,,f,Fès,Gold,Instagram,Fès-Meknès
C01137,Imane Kabbaj,,35-44,m,Meknès,Gold,Instagram,Fès-Meknès
C03824,Sanaa Jebli,sanaa.jebli411@gmail.com,65+,m,Fès,Gold,Instagram,Fès-Meknès
C01579,Ahmed Kabbaj,ahmed.kabbaj422@gmail.com,45-54,m,Fès,Gold,Direct,Fès-Meknès
C03809,Youssef Idrissi,youssef.idrissi294@gmail.com,45-54,f,Meknès,Gold,Facebook,Fès-Meknès
C00151,Ahmed Idrissi,ahmed.idrissi880@yahoo.fr,,m,Casablanca,Gold,Facebook,Casablanca-Settat
C02811,Ahmed Drissi,ahmed.drissi92@yahoo.fr,65+,m,Casablanca,Silver,Instagram,Casablanca-Settat
C01321,Khadija Ghazali,khadija.ghazali701@outlook.com,,m,Fès,Silver,Facebook,Fès-Meknès
C00908,Youssef Kabbaj,youssef.kabbaj300@outlook.com,45-54,m,TANGER,Silver,Direct,
C04082,Ahmed Haddad,ahmed.haddad407@outlook.com,,f,Meknès,Bronze,Direct,Fès-Meknès
C01308,Imane Bennani,imane.bennani152@gmail.com,35-44,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02578,Imane Idrissi,imane.idrissi211@yahoo.fr,18-24,m,Agadir,Gold,Direct,Souss-Massa
C00602,Fatima Idrissi,fatima.idrissi72@yahoo.fr,,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C02203,Mehdi Ghazali,mehdi.ghazali473@yahoo.fr,,m,Rabat,Bronze,Instagram,Rabat-Salé-Kénitra
C03778,Mehdi Jebli,mehdi.jebli444@yahoo.fr,,f,Fès,Gold,Facebook,Fès-Meknès
C01027,Imane Drissi,imane.drissi726@outlook.com,25-34,f,Tnja,Silver,Facebook,
C02350,Anas Jebli,anas.jebli338@gmail.com,65+,f,Agadir,Gold,Google,Souss-Massa
